,Bitcoin Price,Gold Price,Market,Risk Free Rate
2018-03-10,8795.44,,,
2018-03-11,9533.88,,,
2018-03-12,9120.0,,2783.02,
2018-03-13,9145.41,,2765.31,
2018-03-14,8207.03,,2749.48,
2018-03-15,8259.99,,2747.33,
2018-03-16,8275.0,,2752.01,
2018-03-17,7865.02,,,
2018-03-18,8192.0,,,
2018-03-19,8589.0,,2712.92,
2018-03-20,8900.0,,2716.94,
2018-03-21,8891.81,,2711.93,
2018-03-22,8715.09,,2643.69,
2018-03-23,8927.1,,2588.26,
2018-03-24,8531.34,,,
2018-03-25,8453.0,,,
2018-03-26,8145.0,,2658.55,
2018-03-27,7793.61,,2612.62,
2018-03-28,7942.72,,2605.0,
2018-03-29,7079.99,,2640.87,
2018-03-30,6848.01,,,
2018-03-31,6928.5,,,
2018-04-01,6816.01,482.0,,1.76
2018-04-02,7045.01,,2581.88,
2018-04-03,7424.9,,2614.45,
2018-04-04,6791.68,,2644.69,
2018-04-05,6785.85,,2662.84,
2018-04-06,6619.01,,2604.47,
2018-04-07,6894.01,,,
2018-04-08,7020.01,,,
2018-04-09,6771.13,,2613.16,
2018-04-10,6824.99,,2656.87,
2018-04-11,6942.99,,2642.19,
2018-04-12,7916.0,,2663.99,
2018-04-13,7893.19,,2656.3,
2018-04-14,8003.11,,,
2018-04-15,8355.25,,,
2018-04-16,8048.93,,2677.84,
2018-04-17,7892.1,,2706.39,
2018-04-18,8152.05,,2708.64,
2018-04-19,8274.0,,2693.13,
2018-04-20,8866.27,,2670.14,
2018-04-21,8915.42,,,
2018-04-22,8795.01,,,
2018-04-23,8931.3,,2670.29,
2018-04-24,9650.0,,2634.56,
2018-04-25,8865.98,,2639.4,
2018-04-26,9272.11,,2666.94,
2018-04-27,8922.55,,2669.91,
2018-04-28,9329.99,,,
2018-04-29,9389.01,,,
2018-04-30,9243.82,,2648.05,
2018-05-01,9072.29,473.7,2654.8,1.86
2018-05-02,9190.48,,2635.67,
2018-05-03,9725.74,,2629.73,
2018-05-04,9685.0,,2663.42,
2018-05-05,9800.0,,,
2018-05-06,9600.0,,,
2018-05-07,9356.25,,2672.63,
2018-05-08,9177.81,,2671.92,
2018-05-09,9300.08,,2697.79,
2018-05-10,9010.51,,2723.07,
2018-05-11,8403.33,,2727.72,
2018-05-12,8475.0,,,
2018-05-13,8686.1,,,
2018-05-14,8670.0,,2730.13,
2018-05-15,8477.46,,2711.45,
2018-05-16,8344.0,,2722.46,
2018-05-17,8059.0,,2720.13,
2018-05-18,8238.51,,2712.97,
2018-05-19,8235.6,,,
2018-05-20,8516.86,,,
2018-05-21,8393.44,,2733.01,
2018-05-22,7987.7,,2724.44,
2018-05-23,7505.0,,2733.29,
2018-05-24,7584.15,,2727.76,
2018-05-25,7459.11,,2721.33,
2018-05-26,7337.95,,,
2018-05-27,7346.64,,,
2018-05-28,7107.94,,,
2018-05-29,7460.0,,2689.86,
2018-05-30,7380.01,,2724.01,
2018-05-31,7485.0,,2705.27,
2018-06-01,7514.32,469.0,2734.62,1.9
2018-06-02,7636.42,,,
2018-06-03,7706.37,,,
2018-06-04,7487.37,,2746.87,
2018-06-05,7612.51,,2748.8,
2018-06-06,7655.0,,2772.35,
2018-06-07,7684.93,,2770.37,
2018-06-08,7618.83,,2779.03,
2018-06-09,7496.4,,,
2018-06-10,6770.31,,,
2018-06-11,6881.0,,2782.0,
2018-06-12,6544.99,,2786.85,
2018-06-13,6302.32,,2775.63,
2018-06-14,6638.49,,2782.49,
2018-06-15,6391.22,,2779.66,
2018-06-16,6484.29,,,
2018-06-17,6447.16,,,
2018-06-18,6709.02,,2773.75,
2018-06-19,6736.41,,2762.59,
2018-06-20,6756.1,,2767.32,
2018-06-21,6719.01,,2749.76,
2018-06-22,6059.82,,2754.88,
2018-06-23,6178.29,,,
2018-06-24,6149.99,,,
2018-06-25,6246.01,,2717.07,
2018-06-26,6074.0,,2723.06,
2018-06-27,6132.17,,2699.63,
2018-06-28,5851.66,,2716.31,
2018-06-29,6202.36,,2718.37,
2018-06-30,6383.19,,,
2018-07-01,6349.5,453.1,,1.96
2018-07-02,6611.79,,2726.71,
2018-07-03,6502.62,,2713.22,
2018-07-04,6587.47,,,
2018-07-05,6532.95,,2736.61,
2018-07-06,6600.0,,2759.82,
2018-07-07,6753.28,,,
2018-07-08,6701.97,,,
2018-07-09,6664.01,,2784.17,
2018-07-10,6303.7,,2793.84,
2018-07-11,6390.04,,2774.02,
2018-07-12,6249.75,,2798.29,
2018-07-13,6216.29,,2801.31,
2018-07-14,6248.65,,,
2018-07-15,6348.73,,,
2018-07-16,6728.81,,2798.43,
2018-07-17,7315.01,,2809.55,
2018-07-18,7378.99,,2815.62,
2018-07-19,7470.01,,2804.49,
2018-07-20,7334.46,,2801.83,
2018-07-21,7408.0,,,
2018-07-22,7397.8,,,
2018-07-23,7720.09,,2806.98,
2018-07-24,8385.5,,2820.4,
2018-07-25,8157.15,,2846.07,
2018-07-26,7931.99,,2837.44,
2018-07-27,8184.21,,2818.82,
2018-07-28,8228.9,,,
2018-07-29,8216.34,,,
2018-07-30,8170.01,,2802.6,
2018-07-31,7727.27,,2816.29,
2018-08-01,7603.99,440.8,2813.36,2.03
2018-08-02,7533.92,,2827.22,
2018-08-03,7414.08,,2840.35,
2018-08-04,7005.0,,,
2018-08-05,7030.01,,,
2018-08-06,6938.0,,2850.4,
2018-08-07,6718.22,,2858.45,
2018-08-08,6282.5,,2857.7,
2018-08-09,6546.45,,2853.58,
2018-08-10,6146.01,,2833.28,
2018-08-11,6235.56,,,
2018-08-12,6316.01,,,
2018-08-13,6253.67,,2821.93,
2018-08-14,6195.01,,2839.96,
2018-08-15,6269.01,,2818.37,
2018-08-16,6315.9,,2840.69,
2018-08-17,6585.49,,2850.13,
2018-08-18,6396.64,,,
2018-08-19,6489.53,,,
2018-08-20,6258.74,,2857.05,
2018-08-21,6475.89,,2862.96,
2018-08-22,6359.99,,2861.82,
2018-08-23,6526.36,,2856.98,
2018-08-24,6690.88,,2874.69,
2018-08-25,6737.52,,,
2018-08-26,6709.98,,,
2018-08-27,6911.9,,2896.74,
2018-08-28,7071.01,,2897.52,
2018-08-29,7030.9,,2914.04,
2018-08-30,6983.0,,2901.13,
2018-08-31,7015.01,,2901.52,
2018-09-01,7191.08,433.5,,2.13
2018-09-02,7295.0,,,
2018-09-03,7256.98,,,
2018-09-04,7360.0,,2896.72,
2018-09-05,6687.96,,2888.6,
2018-09-06,6495.0,,2878.05,
2018-09-07,6395.01,,2871.68,
2018-09-08,6188.0,,,
2018-09-09,6235.01,,,
2018-09-10,6300.0,,2877.13,
2018-09-11,6282.53,,2887.89,
2018-09-12,6326.0,,2888.92,
2018-09-13,6485.99,,2904.18,
2018-09-14,6478.04,,2904.98,
2018-09-15,6518.68,,,
2018-09-16,6498.0,,,
2018-09-17,6250.7,,2888.8,
2018-09-18,6335.7,,2904.31,
2018-09-19,6386.94,,2907.95,
2018-09-20,6493.11,,2930.75,
2018-09-21,6750.0,,2929.67,
2018-09-22,6707.33,,,
2018-09-23,6696.99,,,
2018-09-24,6582.09,,2919.37,
2018-09-25,6436.89,,2915.56,
2018-09-26,6455.66,,2905.97,
2018-09-27,6680.01,,2914.0,
2018-09-28,6620.01,,2913.98,
2018-09-29,6581.0,,,
2018-09-30,6605.0,,,
2018-10-01,6572.83,434.5,2924.59,2.25
2018-10-02,6498.46,,2923.43,
2018-10-03,6466.03,,2925.51,
2018-10-04,6547.45,,2901.61,
2018-10-05,6593.94,,2885.57,
2018-10-06,6552.43,,,
2018-10-07,6570.0,,,
2018-10-08,6608.07,,2884.43,
2018-10-09,6589.48,,2880.34,
2018-10-10,6524.56,,2785.68,
2018-10-11,6154.69,,2728.37,
2018-10-12,6188.01,,2767.13,
2018-10-13,6196.0,,,
2018-10-14,6183.49,,,
2018-10-15,6440.42,,2750.79,
2018-10-16,6457.11,,2809.92,
2018-10-17,6443.7,,2809.21,
2018-10-18,6394.96,,2768.78,
2018-10-19,6382.99,,2767.78,
2018-10-20,6414.0,,,
2018-10-21,6415.88,,,
2018-10-22,6407.65,,2755.88,
2018-10-23,6395.14,,2740.69,
2018-10-24,6415.98,,2656.1,
2018-10-25,6395.58,,2705.57,
2018-10-26,6404.87,,2658.69,
2018-10-27,6409.12,,,
2018-10-28,6403.62,,,
2018-10-29,6266.0,,2641.25,
2018-10-30,6267.63,,2682.63,
2018-10-31,6304.18,,2711.74,
2018-11-01,6344.0,444.0,2740.37,2.33
2018-11-02,6349.8,,2723.06,
2018-11-03,6331.96,,,
2018-11-04,6423.28,,,
2018-11-05,6404.0,,2738.31,
2018-11-06,6448.5,,2755.45,
2018-11-07,6503.12,,2813.89,
2018-11-08,6406.24,,2806.83,
2018-11-09,6334.89,,2781.01,
2018-11-10,6347.42,,,
2018-11-11,6357.6,,,
2018-11-12,6327.87,,2726.22,
2018-11-13,6259.34,,2722.18,
2018-11-14,5605.46,,2701.58,
2018-11-15,5579.52,,2730.2,
2018-11-16,5512.24,,2736.27,
2018-11-17,5504.17,,,
2018-11-18,5560.0,,,
2018-11-19,4733.5,,2690.73,
2018-11-20,4349.23,,2641.89,
2018-11-21,4545.11,,2649.93,
2018-11-22,4265.36,,,
2018-11-23,4283.8,,2632.56,
2018-11-24,3774.99,,,
2018-11-25,3936.69,,,
2018-11-26,3731.32,,2673.45,
2018-11-27,3775.0,,2682.17,
2018-11-28,4225.03,,2743.79,
2018-11-29,4248.0,,2737.76,
2018-11-30,3976.0,,2760.17,
2018-12-01,4142.01,448.7,,2.37
2018-12-02,4103.19,,,
2018-12-03,3833.47,,2790.37,
2018-12-04,3901.84,,2700.06,
2018-12-05,3694.39,,,
2018-12-06,3433.26,,2695.95,
2018-12-07,3380.01,,2633.08,
2018-12-08,3401.0,,,
2018-12-09,3531.18,,,
2018-12-10,3410.15,,2637.72,
2018-12-11,3349.36,,2636.78,
2018-12-12,3430.24,,2651.07,
2018-12-13,3265.0,,2650.54,
2018-12-14,3195.71,,2599.95,
2018-12-15,3183.0,,,
2018-12-16,3195.0,,,
2018-12-17,3496.82,,2545.94,
2018-12-18,3667.77,,2546.16,
2018-12-19,3682.51,,2506.96,
2018-12-20,4075.34,,2467.42,
2018-12-21,3839.06,,2416.62,
2018-12-22,3980.46,,,
2018-12-23,3944.93,,,
2018-12-24,4034.0,,2351.1,
2018-12-25,3780.0,,,
2018-12-26,3809.88,,2467.7,
2018-12-27,3589.89,,2488.83,
2018-12-28,3888.06,,2485.74,
2018-12-29,3729.31,,,
2018-12-30,3829.0,,,
2018-12-31,3691.86,,2506.85,
2019-01-01,3826.1,464.4,,2.37
2019-01-02,3890.79,,2510.03,
2019-01-03,3787.57,,2447.89,
2019-01-04,3820.25,,2531.94,
2019-01-05,3798.62,,,
2019-01-06,4040.99,,,
2019-01-07,4006.01,,2549.69,
2019-01-08,3993.86,,2574.41,
2019-01-09,4004.12,,2584.96,
2019-01-10,3626.12,,2596.64,
2019-01-11,3635.69,,2596.26,
2019-01-12,3619.41,,,
2019-01-13,3514.24,,,
2019-01-14,3664.19,,2582.61,
2019-01-15,3580.76,,2610.3,
2019-01-16,3609.71,,2616.1,
2019-01-17,3640.65,,2635.96,
2019-01-18,3607.85,,2670.71,
2019-01-19,3682.65,,,
2019-01-20,3536.19,,,
2019-01-21,3531.76,,,
2019-01-22,3577.03,,2632.9,
2019-01-23,3553.01,,2638.7,
2019-01-24,3568.97,,2642.33,
2019-01-25,3562.17,,2664.76,
2019-01-26,3556.07,,,
2019-01-27,3531.02,,,
2019-01-28,3429.95,,2643.85,
2019-01-29,3397.42,,2640.0,
2019-01-30,3437.55,,2681.05,
2019-01-31,3411.5,,2704.1,
2019-02-01,3437.5,475.9,2706.53,2.39
2019-02-02,3468.43,,,
2019-02-03,3414.78,,,
2019-02-04,3409.57,,2724.87,
2019-02-05,3428.4,,2737.7,
2019-02-06,3367.36,,2731.61,
2019-02-07,3359.0,,2706.05,
2019-02-08,3621.99,,2707.88,
2019-02-09,3623.73,,,
2019-02-10,3648.84,,,
2019-02-11,3590.36,,2709.8,
2019-02-12,3588.06,,2744.73,
2019-02-13,3576.68,,2753.03,
2019-02-14,3561.5,,2745.73,
2019-02-15,3566.59,,2775.6,
2019-02-16,3582.37,,,
2019-02-17,3625.08,,,
2019-02-18,3867.0,,,
2019-02-19,3888.01,,2779.76,
2019-02-20,3938.99,,2784.7,
2019-02-21,3897.71,,2774.88,
2019-02-22,3942.02,,2792.67,
2019-02-23,4110.0,,,
2019-02-24,3734.22,,,
2019-02-25,3818.79,,2796.11,
2019-02-26,3799.48,,2793.9,
2019-02-27,3799.91,,2792.38,
2019-02-28,3792.14,,2784.49,
2019-03-01,3806.17,467.3,2803.69,2.4
2019-03-02,3809.7,,,
2019-03-03,3786.93,,,
2019-03-04,3700.72,,2792.81,
2019-03-05,3844.59,,2789.65,
2019-03-06,3851.89,,2771.45,
2019-03-07,3857.05,,2748.93,
2019-03-08,3843.12,,2743.07,
2019-03-09,3917.0,,,
2019-03-10,3900.93,,,
2019-03-11,3849.68,,2783.3,
2019-03-12,3860.0,,2791.52,
2019-03-13,3851.02,,2810.92,
2019-03-14,3853.95,,2808.48,
2019-03-15,3902.8,,2822.48,
2019-03-16,3990.0,,,
2019-03-17,3967.01,,,
2019-03-18,3970.5,,2832.94,
2019-03-19,4000.85,,2832.57,
2019-03-20,4031.85,,2824.23,
2019-03-21,3972.76,,2854.88,
2019-03-22,3983.78,,2800.71,
2019-03-23,3983.43,,,
2019-03-24,3969.52,,,
2019-03-25,3907.53,,2798.36,
2019-03-26,3921.45,,2818.46,
2019-03-27,4026.53,,2805.37,
2019-03-28,4011.17,,2815.44,
2019-03-29,4091.01,,2834.4,
2019-03-30,4094.14,,,
2019-03-31,4094.99,,,
2019-04-01,4137.0,467.4,2867.19,2.38
2019-04-02,4901.93,,2867.24,
2019-04-03,4975.97,,2873.4,
2019-04-04,4906.49,,2879.39,
2019-04-05,5040.66,,2892.74,
2019-04-06,5049.22,,,
2019-04-07,5194.79,,,
2019-04-08,5285.54,,2895.77,
2019-04-09,5187.21,,2878.2,
2019-04-10,5318.58,,2888.21,
2019-04-11,5041.3,,2888.32,
2019-04-12,5078.19,,2907.41,
2019-04-13,5066.22,,,
2019-04-14,5164.27,,,
2019-04-15,5029.99,,2905.58,
2019-04-16,5202.9,,2907.06,
2019-04-17,5227.0,,2900.45,
2019-04-18,5280.49,,2905.03,
2019-04-19,5290.36,,,
2019-04-20,5319.89,,,
2019-04-21,5297.64,,,
2019-04-22,5387.6,,2907.97,
2019-04-23,5532.75,,2933.68,
2019-04-24,5441.9,,2927.25,
2019-04-25,5134.81,,2926.17,
2019-04-26,5159.51,,2939.88,
2019-04-27,5170.6,,,
2019-04-28,5155.0,,,
2019-04-29,5148.25,,2943.03,
2019-04-30,5270.69,,2945.83,
2019-05-01,5321.15,463.7,2923.73,2.35
2019-05-02,5390.01,,2917.52,
2019-05-03,5657.4,,2945.64,
2019-05-04,5770.01,,,
2019-05-05,5715.86,,,
2019-05-06,5687.9,,2932.47,
2019-05-07,5748.45,,2884.05,
2019-05-08,5948.41,,2879.42,
2019-05-09,6153.09,,2870.72,
2019-05-10,6343.14,,2881.4,
2019-05-11,7219.95,,,
2019-05-12,6979.76,,,
2019-05-13,7824.93,,2811.87,
2019-05-14,7990.92,,2834.41,
2019-05-15,8203.32,,2850.96,
2019-05-16,7878.96,,2876.32,
2019-05-17,7363.69,,2859.53,
2019-05-18,7262.4,,,
2019-05-19,8200.0,,,
2019-05-20,7999.54,,2840.23,
2019-05-21,7951.7,,2864.36,
2019-05-22,7626.48,,2856.27,
2019-05-23,7881.98,,2822.24,
2019-05-24,7994.88,,2826.06,
2019-05-25,8067.41,,,
2019-05-26,8760.03,,,
2019-05-27,8783.25,,,
2019-05-28,8686.5,,2802.39,
2019-05-29,8660.5,,2783.02,
2019-05-30,8273.57,,2788.86,
2019-05-31,8550.18,,2752.06,
2019-06-01,8558.01,481.8,,2.17
2019-06-02,8741.17,,,
2019-06-03,8015.01,,2744.45,
2019-06-04,7688.26,,2803.27,
2019-06-05,7766.91,,2826.15,
2019-06-06,7812.15,,2843.49,
2019-06-07,7992.17,,2873.34,
2019-06-08,7938.64,,,
2019-06-09,7623.84,,,
2019-06-10,8046.13,,2886.73,
2019-06-11,7918.2,,2885.72,
2019-06-12,8169.01,,2879.84,
2019-06-13,8256.0,,2891.64,
2019-06-14,8693.98,,2886.98,
2019-06-15,8861.33,,,
2019-06-16,8996.95,,,
2019-06-17,9346.47,,2889.67,
2019-06-18,9089.99,,2917.75,
2019-06-19,9283.99,,2926.46,
2019-06-20,9542.6,,2954.18,
2019-06-21,10175.88,,2950.46,
2019-06-22,10658.3,,,
2019-06-23,10808.53,,,
2019-06-24,11040.03,,2945.35,
2019-06-25,11736.99,,2917.38,
2019-06-26,12902.52,,2913.78,
2019-06-27,11127.4,,2924.92,
2019-06-28,12317.73,,2941.76,
2019-06-29,11913.73,,,
2019-06-30,10778.74,,,
2019-07-01,10570.62,506.1,2964.33,2.1
2019-07-02,10885.01,,2973.01,
2019-07-03,12022.61,,2995.82,
2019-07-04,11130.95,,,
2019-07-05,11038.61,,2990.41,
2019-07-06,11187.8,,,
2019-07-07,11478.9,,,
2019-07-08,12298.31,,2975.95,
2019-07-09,12559.46,,2979.63,
2019-07-10,12083.13,,2993.07,
2019-07-11,11323.95,,2999.91,
2019-07-12,11811.99,,3013.77,
2019-07-13,11408.1,,,
2019-07-14,10190.36,,,
2019-07-15,10855.56,,3014.3,
2019-07-16,9436.0,,3004.04,
2019-07-17,9708.55,,2984.42,
2019-07-18,10654.25,,2995.11,
2019-07-19,10548.04,,2976.61,
2019-07-20,10754.92,,,
2019-07-21,10633.54,,,
2019-07-22,10304.64,,2985.03,
2019-07-23,9833.19,,3005.47,
2019-07-24,9751.24,,3019.56,
2019-07-25,9880.67,,3003.67,
2019-07-26,9841.96,,3025.86,
2019-07-27,9468.92,,,
2019-07-28,9549.7,,,
2019-07-29,9503.32,,3020.97,
2019-07-30,9580.0,,3013.18,
2019-07-31,10099.0,,2980.38,
2019-08-01,10417.24,537.7,2953.56,1.95
2019-08-02,10533.07,,2932.05,
2019-08-03,10820.75,,,
2019-08-04,10997.82,,,
2019-08-05,11775.14,,2844.74,
2019-08-06,11440.08,,2881.77,
2019-08-07,12014.41,,2883.98,
2019-08-08,12017.89,,2938.09,
2019-08-09,11889.0,,2918.65,
2019-08-10,11283.82,,,
2019-08-11,11531.95,,,
2019-08-12,11387.38,,2883.75,
2019-08-13,10855.58,,2926.32,
2019-08-14,10105.34,,2840.6,
2019-08-15,10280.96,,2847.6,
2019-08-16,10368.83,,2888.68,
2019-08-17,10218.37,,,
2019-08-18,10309.04,,,
2019-08-19,10935.67,,2923.65,
2019-08-20,10770.99,,2900.51,
2019-08-21,10137.75,,2924.43,
2019-08-22,10088.89,,2922.95,
2019-08-23,10415.01,,2847.11,
2019-08-24,10156.0,,,
2019-08-25,10148.5,,,
2019-08-26,10373.75,,2878.38,
2019-08-27,10170.16,,2869.16,
2019-08-28,9710.38,,2887.94,
2019-08-29,9525.0,,2924.58,
2019-08-30,9580.6,,2926.46,
2019-08-31,9593.95,,,
2019-09-01,9769.64,554.7,,1.89
2019-09-02,10405.05,,,
2019-09-03,10628.46,,2906.27,
2019-09-04,10585.67,,2937.78,
2019-09-05,10574.27,,2976.0,
2019-09-06,10318.8,,2978.71,
2019-09-07,10484.87,,,
2019-09-08,10395.17,,,
2019-09-09,10310.01,,2978.43,
2019-09-10,10090.01,,2979.39,
2019-09-11,10169.49,,3000.93,
2019-09-12,10437.19,,3009.57,
2019-09-13,10381.91,,3007.39,
2019-09-14,10360.2,,,
2019-09-15,10306.65,,,
2019-09-16,10268.77,,2997.96,
2019-09-17,10185.14,,3005.7,
2019-09-18,10155.26,,3006.73,
2019-09-19,10304.94,,3006.79,
2019-09-20,10168.44,,2992.07,
2019-09-21,9982.39,,,
2019-09-22,10035.0,,,
2019-09-23,9683.89,,2991.78,
2019-09-24,8556.43,,2966.6,
2019-09-25,8446.57,,2984.87,
2019-09-26,8063.0,,2977.62,
2019-09-27,8193.98,,2961.79,
2019-09-28,8228.22,,,
2019-09-29,8063.06,,,
2019-09-30,8305.14,,2976.74,
2019-10-01,8323.43,541.5,2940.25,1.65
2019-10-02,8396.0,,2887.61,
2019-10-03,8241.25,,2910.63,
2019-10-04,8159.71,,2952.01,
2019-10-05,8152.99,,,
2019-10-06,7862.67,,,
2019-10-07,8224.82,,2938.79,
2019-10-08,8186.73,,2893.06,
2019-10-09,8600.0,,2919.4,
2019-10-10,8589.01,,2938.13,
2019-10-11,8263.64,,2970.27,
2019-10-12,8304.1,,,
2019-10-13,8280.01,,,
2019-10-14,8363.0,,2966.15,
2019-10-15,8156.52,,2995.68,
2019-10-16,7993.0,,2989.69,
2019-10-17,8077.0,,2997.95,
2019-10-18,7954.16,,2986.2,
2019-10-19,7965.27,,,
2019-10-20,8235.44,,,
2019-10-21,8214.58,,3006.72,
2019-10-22,8008.04,,2995.99,
2019-10-23,7473.42,,3004.52,
2019-10-24,7439.29,,3010.29,
2019-10-25,8704.85,,3022.55,
2019-10-26,9281.27,,,
2019-10-27,9570.58,,,
2019-10-28,9221.96,,3039.42,
2019-10-29,9431.27,,3036.89,
2019-10-30,9175.77,,3046.77,
2019-10-31,9146.75,,3037.56,
2019-11-01,9268.0,539.2,3066.91,1.54
2019-11-02,9320.0,,,
2019-11-03,9215.01,,,
2019-11-04,9414.0,,3078.27,
2019-11-05,9314.99,,3074.62,
2019-11-06,9343.11,,3076.78,
2019-11-07,9196.71,,3085.18,
2019-11-08,8758.69,,3093.08,
2019-11-09,8798.38,,,
2019-11-10,9036.82,,,
2019-11-11,8720.61,,3087.01,
2019-11-12,8823.65,,3091.84,
2019-11-13,8765.61,,3094.04,
2019-11-14,8630.01,,3096.63,
2019-11-15,8460.0,,3120.46,
2019-11-16,8488.0,,,
2019-11-17,8500.01,,,
2019-11-18,8160.73,,3122.03,
2019-11-19,8123.36,,3120.18,
2019-11-20,8082.96,,3108.46,
2019-11-21,7618.76,,3103.54,
2019-11-22,7296.45,,3110.29,
2019-11-23,7338.92,,,
2019-11-24,6906.25,,,
2019-11-25,7125.0,,3133.64,
2019-11-26,7155.0,,3140.52,
2019-11-27,7539.4,,3153.63,
2019-11-28,7413.05,,,
2019-11-29,7751.29,,3140.98,
2019-11-30,7551.7,,,
2019-12-01,7413.84,533.9,,1.54
2019-12-02,7315.09,,3113.87,
2019-12-03,7296.0,,3093.2,
2019-12-04,7185.57,,3112.76,
2019-12-05,7388.75,,3117.43,
2019-12-06,7560.76,,3145.91,
2019-12-07,7502.2,,,
2019-12-08,7520.0,,,
2019-12-09,7332.69,,3135.96,
2019-12-10,7215.69,,3132.52,
2019-12-11,7275.17,,3141.63,
2019-12-12,7194.19,,3168.57,
2019-12-13,7249.25,,3168.8,
2019-12-14,7059.55,,,
2019-12-15,7111.0,,,
2019-12-16,6877.04,,3191.45,
2019-12-17,6618.62,,3192.52,
2019-12-18,7309.12,,3191.14,
2019-12-19,7153.99,,3205.37,
2019-12-20,7189.87,,3221.22,
2019-12-21,7143.01,,,
2019-12-22,7550.0,,,
2019-12-23,7318.18,,3224.01,
2019-12-24,7259.87,,3223.38,
2019-12-25,7194.76,,,
2019-12-26,7195.0,,3239.91,
2019-12-27,7247.35,,3240.02,
2019-12-28,7303.7,,,
2019-12-29,7378.53,,,
2019-12-30,7191.0,,3221.29,
2019-12-31,7158.01,,3230.78,
2020-01-01,7174.32,555.0,,1.52
2020-01-02,6945.01,,3257.85,
2020-01-03,7335.54,,3234.85,
2020-01-04,7353.5,,,
2020-01-05,7348.69,,,
2020-01-06,7773.48,,3246.28,
2020-01-07,8169.95,,3237.18,
2020-01-08,8035.08,,3253.05,
2020-01-09,7813.78,,3274.7,
2020-01-10,8183.89,,3265.35,
2020-01-11,8002.89,,,
2020-01-12,8192.66,,,
2020-01-13,8109.62,,3288.13,
2020-01-14,8757.18,,3283.15,
2020-01-15,8831.86,,3289.29,
2020-01-16,8727.22,,3316.81,
2020-01-17,8875.81,,3329.62,
2020-01-18,8901.0,,,
2020-01-19,8710.41,,,
2020-01-20,8633.67,,,
2020-01-21,8730.0,,3320.79,
2020-01-22,8665.0,,3321.75,
2020-01-23,8386.63,,3325.54,
2020-01-24,8424.96,,3295.47,
2020-01-25,8304.04,,,
2020-01-26,8632.92,,,
2020-01-27,8903.24,,3243.63,
2020-01-28,9417.64,,3276.24,
2020-01-29,9270.0,,3273.4,
2020-01-30,9493.61,,3283.66,
2020-01-31,9343.28,,3225.52,
2020-02-01,9375.06,568.1,,1.52
2020-02-02,9314.06,,,
2020-02-03,9282.29,,3248.92,
2020-02-04,9158.57,,3297.59,
2020-02-05,9623.44,,3334.69,
2020-02-06,9765.96,,3345.78,
2020-02-07,9804.98,,3327.71,
2020-02-08,9911.13,,,
2020-02-09,10174.81,,,
2020-02-10,9854.5,,3352.09,
2020-02-11,10279.99,,3357.75,
2020-02-12,10344.01,,3379.45,
2020-02-13,10239.57,,3373.94,
2020-02-14,10380.0,,3380.16,
2020-02-15,9901.34,,,
2020-02-16,9915.04,,,
2020-02-17,9711.95,,,
2020-02-18,10191.51,,3370.29,
2020-02-19,9591.54,,3386.15,
2020-02-20,9610.05,,3373.23,
2020-02-21,9697.01,,3337.75,
2020-02-22,9668.26,,,
2020-02-23,9964.16,,,
2020-02-24,9668.08,,3225.89,
2020-02-25,9301.01,,3128.21,
2020-02-26,8776.01,,3116.39,
2020-02-27,8816.71,,2978.76,
2020-02-28,8713.16,,2954.22,
2020-02-29,8552.08,,,
2020-03-01,8490.3,595.4,,0.29
2020-03-02,8923.52,,3090.23,
2020-03-03,8769.67,,3003.37,
2020-03-04,8765.0,,3130.12,
2020-03-05,9053.56,,3023.94,
2020-03-06,9162.98,,2972.37,
2020-03-07,8885.68,,,
2020-03-08,8068.0,,,
2020-03-09,7945.03,,2746.56,
2020-03-10,7887.01,,2882.23,
2020-03-11,7957.02,,2741.38,
2020-03-12,4980.0,,2480.64,
2020-03-13,5592.77,,2711.02,
2020-03-14,5182.62,,,
2020-03-15,5327.12,,,
2020-03-16,5074.2,,2386.13,
2020-03-17,5361.77,,2529.19,
2020-03-18,5426.71,,2398.1,
2020-03-19,6219.99,,2409.39,
2020-03-20,6215.4,,2304.92,
2020-03-21,6168.72,,,
2020-03-22,5791.69,,,
2020-03-23,6583.38,,2237.4,
2020-03-24,6742.21,,2447.33,
2020-03-25,6752.83,,2475.56,
2020-03-26,6772.2,,2630.07,
2020-03-27,6320.46,,2541.47,
2020-03-28,6269.81,,,
2020-03-29,5897.55,,,
2020-03-30,6401.26,,2626.65,
2020-03-31,6434.73,,2584.59,
2020-04-01,6719.39,583.4,2470.5,0.14
2020-04-02,6789.84,,2526.9,
2020-04-03,6727.99,,2488.65,
2020-04-04,6896.6,,,
2020-04-05,6779.75,,,
2020-04-06,7320.07,,2663.68,
2020-04-07,7204.58,,2659.41,
2020-04-08,7343.65,,2749.98,
2020-04-09,7294.69,,2789.82,
2020-04-10,6892.54,,,
2020-04-11,6891.43,,,
2020-04-12,6860.97,,,
2020-04-13,6871.0,,2761.63,
2020-04-14,6865.72,,2846.06,
2020-04-15,6576.76,,2783.36,
2020-04-16,7123.29,,2799.55,
2020-04-17,7055.22,,2874.56,
2020-04-18,7271.53,,,
2020-04-19,7125.31,,,
2020-04-20,6832.57,,2823.16,
2020-04-21,6845.0,,2736.56,
2020-04-22,7143.99,,2799.31,
2020-04-23,7479.06,,2797.8,
2020-04-24,7514.64,,2836.74,
2020-04-25,7535.69,,,
