,Bitcoin Price,Gold Price,Market,Risk Free Rate
2014-11-24,,,2069.41,
2014-11-25,,,2067.03,
2014-11-26,,,2072.83,
2014-11-27,,,,
2014-11-28,,,2067.56,
2014-12-01,370.0,433.8,2053.44,0.03
2014-12-02,378.0,,2066.55,
2014-12-03,378.0,,2074.33,
2014-12-04,377.1,,2071.92,
2014-12-05,,,2075.37,
2014-12-06,378.0,,,
2014-12-07,,,,
2014-12-08,375.0,,2060.31,
2014-12-09,,,2059.82,
2014-12-10,360.5,,2026.14,
2014-12-11,,,2035.33,
2014-12-12,350.0,,2002.33,
2014-12-13,,,,
2014-12-14,,,,
2014-12-15,,,1989.63,
2014-12-16,,,1972.74,
2014-12-17,,,2012.89,
2014-12-18,340.0,,2061.23,
2014-12-19,,,2070.65,
2014-12-20,,,,
2014-12-21,,,,
2014-12-22,,,2078.54,
2014-12-23,,,2082.17,
2014-12-24,,,2081.88,
2014-12-25,,,,
2014-12-26,,,2088.77,
2014-12-27,,,,
2014-12-28,,,,
2014-12-29,,,2090.57,
2014-12-30,,,2080.35,
2014-12-31,,,2058.9,
2015-01-01,,438.0,,0.03
2015-01-02,,,2058.2,
2015-01-03,,,,
2015-01-04,,,,
2015-01-05,,,2020.58,
2015-01-06,,,2002.61,
2015-01-07,,,2025.9,
2015-01-08,288.99,,2062.14,
2015-01-09,,,2044.81,
2015-01-10,,,,
2015-01-11,,,,
2015-01-12,,,2028.26,
2015-01-13,260.0,,2023.03,
2015-01-14,120.0,,2011.27,
2015-01-15,204.22,,1992.67,
2015-01-16,199.46,,2019.42,
2015-01-17,184.0,,,
2015-01-18,,,,
2015-01-19,225.51,,,
2015-01-20,218.0,,2022.55,
2015-01-21,225.51,,2032.12,
2015-01-22,226.32,,2063.15,
2015-01-23,235.0,,2051.82,
2015-01-24,240.0,,,
2015-01-25,254.53,,,
2015-01-26,274.48,,2057.09,
2015-01-27,263.65,,2029.55,
2015-01-28,236.09,,2002.16,
2015-01-29,235.03,,2021.25,
2015-01-30,229.07,,1994.99,
2015-01-31,218.45,,,
2015-02-01,228.99,455.8,,0.02
2015-02-02,237.83,,2020.85,
2015-02-03,228.58,,2050.03,
2015-02-04,227.11,,2041.51,
2015-02-05,216.76,,2062.52,
2015-02-06,223.2,,2055.47,
2015-02-07,229.0,,,
2015-02-08,223.99,,,
2015-02-09,221.1,,2046.74,
2015-02-10,220.87,,2068.59,
2015-02-11,219.81,,2068.53,
2015-02-12,223.21,,2088.48,
2015-02-13,236.49,,2096.99,
2015-02-14,256.66,,,
2015-02-15,235.54,,,
2015-02-16,234.68,,,
2015-02-17,244.82,,2100.34,
2015-02-18,237.49,,2099.68,
2015-02-19,240.9,,2097.45,
2015-02-20,245.34,,2110.3,
2015-02-21,245.99,,,
2015-02-22,236.83,,,
2015-02-23,239.49,,2109.66,
2015-02-24,239.87,,2115.48,
2015-02-25,238.19,,2113.86,
2015-02-26,237.11,,2110.74,
2015-02-27,254.42,,2104.5,
2015-02-28,255.59,,,
2015-03-01,260.24,433.9,,0.03
2015-03-02,276.7,,2117.39,
2015-03-03,283.27,,2107.78,
2015-03-04,273.37,,2098.53,
2015-03-05,276.86,,2101.04,
2015-03-06,273.23,,2071.26,
2015-03-07,276.89,,,
2015-03-08,275.5,,,
2015-03-09,290.19,,2079.43,
2015-03-10,293.47,,2044.16,
2015-03-11,296.99,,2040.24,
2015-03-12,296.05,,2065.95,
2015-03-13,284.0,,2053.4,
2015-03-14,283.95,,,
2015-03-15,288.0,,,
2015-03-16,292.37,,2081.19,
2015-03-17,286.74,,2074.28,
2015-03-18,258.5,,2099.5,
2015-03-19,263.05,,2089.27,
2015-03-20,263.31,,2108.1,
2015-03-21,261.9,,,
2015-03-22,269.45,,,
2015-03-23,267.53,,2104.42,
2015-03-24,246.15,,2091.5,
2015-03-25,246.88,,2061.05,
2015-03-26,249.88,,2056.15,
2015-03-27,247.81,,2061.02,
2015-03-28,253.52,,,
2015-03-29,243.69,,,
2015-03-30,248.78,,2086.24,
2015-03-31,245.5,,2067.89,
2015-04-01,247.87,436.7,2059.69,0.02
2015-04-02,254.39,,2066.96,
2015-04-03,254.84,,,
2015-04-04,254.36,,,
2015-04-05,261.47,,,
2015-04-06,256.85,,2080.62,
2015-04-07,254.27,,2076.33,
2015-04-08,246.58,,2081.9,
2015-04-09,244.74,,2091.18,
2015-04-10,236.78,,2102.06,
2015-04-11,237.91,,,
2015-04-12,237.55,,,
2015-04-13,225.73,,2092.43,
2015-04-14,221.05,,2095.84,
2015-04-15,224.35,,2106.63,
2015-04-16,229.45,,2104.99,
2015-04-17,223.62,,2081.18,
2015-04-18,224.02,,,
2015-04-19,224.03,,,
2015-04-20,225.37,,2100.4,
2015-04-21,235.89,,2097.29,
2015-04-22,233.98,,2107.96,
2015-04-23,235.99,,2112.93,
2015-04-24,231.51,,2117.69,
2015-04-25,227.05,,,
2015-04-26,221.27,,,
2015-04-27,227.58,,2108.92,
2015-04-28,225.64,,2114.76,
2015-04-29,225.6,,2106.85,
2015-04-30,236.81,,2085.51,
2015-05-01,233.14,430.8,2108.29,0.02
2015-05-02,235.94,,,
2015-05-03,240.78,,,
2015-05-04,239.75,,2114.49,
2015-05-05,236.76,,2089.46,
2015-05-06,230.0,,2080.15,
2015-05-07,237.99,,2088.0,
2015-05-08,244.54,,2116.1,
2015-05-09,242.5,,,
2015-05-10,241.57,,,
2015-05-11,242.86,,2105.33,
2015-05-12,242.03,,2099.12,
2015-05-13,236.32,,2098.48,
2015-05-14,237.46,,2121.1,
2015-05-15,237.82,,2122.73,
2015-05-16,236.73,,,
2015-05-17,237.12,,,
2015-05-18,234.04,,2129.2,
2015-05-19,232.59,,2127.83,
2015-05-20,234.54,,2125.85,
2015-05-21,235.77,,2130.82,
2015-05-22,240.45,,2126.06,
2015-05-23,239.36,,,
2015-05-24,240.82,,,
2015-05-25,237.43,,,
2015-05-26,236.79,,2104.2,
2015-05-27,237.35,,2123.48,
2015-05-28,237.34,,2120.79,
2015-05-29,236.89,,2107.39,
2015-05-30,233.55,,,
2015-05-31,230.21,,,
2015-06-01,223.56,428.5,2111.73,0.02
2015-06-02,225.85,,2109.6,
2015-06-03,225.86,,2114.07,
2015-06-04,224.57,,2095.84,
2015-06-05,224.97,,2092.83,
2015-06-06,225.48,,,
2015-06-07,223.89,,,
2015-06-08,229.1,,2079.28,
2015-06-09,229.18,,2080.15,
2015-06-10,228.73,,2105.2,
2015-06-11,229.69,,2108.86,
2015-06-12,229.47,,2094.11,
2015-06-13,233.47,,,
2015-06-14,233.6,,,
2015-06-15,236.99,,2084.43,
2015-06-16,251.91,,2096.29,
2015-06-17,250.25,,2100.44,
2015-06-18,249.27,,2121.24,
2015-06-19,246.33,,2109.99,
2015-06-20,246.13,,,
2015-06-21,244.66,,,
2015-06-22,247.5,,2122.85,
2015-06-23,244.52,,2124.2,
2015-06-24,240.04,,2108.58,
2015-06-25,242.44,,2102.31,
2015-06-26,243.0,,2101.49,
2015-06-27,251.59,,,
2015-06-28,249.11,,,
2015-06-29,257.54,,2057.64,
2015-06-30,263.82,,2063.11,
2015-07-01,259.02,422.9,2077.42,0.03
2015-07-02,254.85,,2076.78,
2015-07-03,256.95,,,
2015-07-04,260.64,,,
2015-07-05,271.74,,,
2015-07-06,269.94,,2068.76,
2015-07-07,266.18,,2081.34,
2015-07-08,270.97,,2046.68,
2015-07-09,269.75,,2051.31,
2015-07-10,286.67,,2076.62,
2015-07-11,294.23,,,
2015-07-12,312.16,,,
2015-07-13,293.08,,2099.6,
2015-07-14,287.51,,2108.95,
2015-07-15,285.7,,2107.4,
2015-07-16,279.38,,2124.29,
2015-07-17,280.58,,2126.64,
2015-07-18,277.71,,,
2015-07-19,275.61,,,
2015-07-20,280.0,,2128.28,
2015-07-21,277.32,,2119.21,
2015-07-22,277.89,,2114.15,
2015-07-23,277.39,,2102.15,
2015-07-24,289.12,,2079.65,
2015-07-25,289.7,,,
2015-07-26,293.89,,,
2015-07-27,294.21,,2067.64,
2015-07-28,295.76,,2093.25,
2015-07-29,290.19,,2108.57,
2015-07-30,288.49,,2108.63,
2015-07-31,285.19,,2103.84,
2015-08-01,281.53,394.5,,0.07
2015-08-02,282.62,,,
2015-08-03,280.95,,2098.04,
2015-08-04,285.51,,2093.32,
2015-08-05,282.77,,2099.84,
2015-08-06,279.65,,2083.56,
2015-08-07,279.94,,2077.57,
2015-08-08,262.02,,,
2015-08-09,267.63,,,
2015-08-10,265.15,,2104.18,
2015-08-11,271.99,,2084.07,
2015-08-12,266.94,,2086.05,
2015-08-13,264.67,,2083.39,
2015-08-14,266.17,,2091.54,
2015-08-15,262.46,,,
2015-08-16,259.2,,,
2015-08-17,257.31,,2102.44,
2015-08-18,221.99,,2096.92,
2015-08-19,227.34,,2079.61,
2015-08-20,235.56,,2035.73,
2015-08-21,232.85,,1970.89,
2015-08-22,231.15,,,
2015-08-23,229.21,,,
2015-08-24,211.16,,1893.21,
2015-08-25,223.73,,1867.61,
2015-08-26,226.81,,1940.51,
2015-08-27,225.8,,1987.66,
2015-08-28,231.55,,1988.87,
2015-08-29,230.61,,,
2015-08-30,229.39,,,
2015-08-31,230.75,,1972.18,
2015-09-01,228.22,409.0,1913.85,0.02
2015-09-02,229.97,,1948.86,
2015-09-03,227.25,,1951.13,
2015-09-04,231.39,,1921.22,
2015-09-05,236.01,,,
2015-09-06,241.29,,,
2015-09-07,241.31,,,
2015-09-08,244.14,,1969.41,
2015-09-09,238.75,,1942.04,
2015-09-10,238.52,,1952.29,
2015-09-11,240.9,,1961.05,
2015-09-12,236.5,,,
2015-09-13,230.82,,,
2015-09-14,231.01,,1953.03,
2015-09-15,230.6,,1978.09,
2015-09-16,229.73,,1995.31,
2015-09-17,233.34,,1990.2,
2015-09-18,233.78,,1958.03,
2015-09-19,232.88,,,
2015-09-20,232.24,,,
2015-09-21,227.31,,1966.97,
2015-09-22,231.28,,1942.74,
2015-09-23,230.26,,1938.76,
2015-09-24,235.27,,1932.24,
2015-09-25,235.89,,1931.34,
2015-09-26,234.69,,,
2015-09-27,233.58,,,
2015-09-28,239.99,,1881.77,
2015-09-29,236.89,,1884.09,
2015-09-30,237.14,,1920.03,
2015-10-01,238.34,414.2,1923.82,0.02
2015-10-02,238.28,,1951.36,
2015-10-03,239.92,,,
2015-10-04,239.87,,,
2015-10-05,240.95,,1987.05,
2015-10-06,246.64,,1979.92,
2015-10-07,244.0,,1995.83,
2015-10-08,242.94,,2013.43,
2015-10-09,244.35,,2014.89,
2015-10-10,246.07,,,
2015-10-11,249.02,,,
2015-10-12,246.39,,2017.46,
2015-10-13,250.99,,2003.69,
2015-10-14,253.27,,1994.24,
2015-10-15,254.99,,2023.86,
2015-10-16,263.43,,2033.11,
2015-10-17,272.87,,,
2015-10-18,265.0,,,
2015-10-19,265.17,,2033.66,
2015-10-20,271.14,,2030.77,
2015-10-21,268.77,,2018.94,
2015-10-22,275.84,,2052.51,
2015-10-23,278.76,,2075.15,
2015-10-24,284.29,,,
2015-10-25,284.97,,,
2015-10-26,287.1,,2071.18,
2015-10-27,295.61,,2065.89,
2015-10-28,304.09,,2090.35,
2015-10-29,316.08,,2089.41,
2015-10-30,329.11,,2079.36,
2015-10-31,314.85,,,
2015-11-01,329.46,402.6,,0.12
2015-11-02,365.21,,2104.05,
2015-11-03,404.1,,2109.79,
2015-11-04,410.0,,2102.31,
2015-11-05,387.21,,2099.93,
2015-11-06,374.09,,2099.2,
2015-11-07,384.81,,,
2015-11-08,373.83,,,
2015-11-09,379.53,,2078.58,
2015-11-10,337.14,,2081.72,
2015-11-11,313.2,,2075.0,
2015-11-12,336.49,,2045.97,
2015-11-13,338.07,,2023.04,
2015-11-14,334.71,,,
2015-11-15,322.93,,,
2015-11-16,332.89,,2053.19,
2015-11-17,336.49,,2050.44,
2015-11-18,335.49,,2083.58,
2015-11-19,326.41,,2081.24,
2015-11-20,322.39,,2089.17,
2015-11-21,327.0,,,
2015-11-22,323.71,,,
2015-11-23,323.0,,2086.59,
2015-11-24,321.0,,2089.14,
2015-11-25,328.98,,2088.87,
2015-11-26,352.57,,,
2015-11-27,358.19,,2090.11,
2015-11-28,357.24,,,
2015-11-29,372.24,,,
2015-11-30,376.86,,2080.41,
2015-12-01,362.68,384.7,2102.63,0.23
2015-12-02,360.0,,2079.51,
2015-12-03,361.77,,2049.62,
2015-12-04,363.98,,2091.69,
2015-12-05,387.99,,,
2015-12-06,387.55,,,
2015-12-07,394.73,,2077.07,
2015-12-08,418.94,,2063.59,
2015-12-09,418.39,,2047.62,
2015-12-10,415.68,,2052.23,
2015-12-11,452.95,,2012.37,
2015-12-12,436.87,,,
2015-12-13,433.83,,,
2015-12-14,444.01,,2021.94,
2015-12-15,464.27,,2043.41,
2015-12-16,453.97,,2073.07,
2015-12-17,455.5,,2041.89,
2015-12-18,463.17,,2005.55,
2015-12-19,461.29,,,
2015-12-20,442.22,,,
2015-12-21,436.81,,2021.15,
2015-12-22,433.92,,2038.97,
2015-12-23,442.43,,2064.29,
2015-12-24,455.74,,2060.99,
2015-12-25,455.84,,,
2015-12-26,419.41,,,
2015-12-27,424.72,,,
2015-12-28,421.94,,2056.5,
2015-12-29,433.89,,2078.36,
2015-12-30,427.95,,2063.36,
2015-12-31,430.35,,2043.94,
2016-01-01,435.66,395.0,,0.26
2016-01-02,435.4,,,
2016-01-03,431.91,,,
2016-01-04,433.85,,2012.66,
2016-01-05,433.34,,2016.71,
2016-01-06,430.87,,1990.26,
2016-01-07,459.07,,1943.09,
2016-01-08,454.44,,1922.03,
2016-01-09,450.38,,,
2016-01-10,449.99,,,
2016-01-11,449.19,,1923.67,
2016-01-12,434.01,,1938.68,
2016-01-13,432.77,,1890.28,
2016-01-14,430.03,,1921.84,
2016-01-15,357.53,,1880.33,
2016-01-16,388.7,,,
2016-01-17,378.46,,,
2016-01-18,384.89,,,
2016-01-19,375.27,,1881.33,
2016-01-20,418.54,,1859.33,
2016-01-21,409.38,,1868.99,
2016-01-22,382.9,,1906.9,
2016-01-23,387.5,,,
2016-01-24,403.05,,,
2016-01-25,391.4,,1877.08,
2016-01-26,391.54,,1903.63,
2016-01-27,394.79,,1882.95,
2016-01-28,379.61,,1893.36,
2016-01-29,378.68,,1940.24,
2016-01-30,378.46,,,
2016-01-31,367.95,,,
2016-02-01,371.33,412.4,1939.38,0.31
2016-02-02,372.93,,1903.03,
2016-02-03,368.87,,1912.53,
2016-02-04,387.99,,1915.45,
2016-02-05,384.5,,1880.05,
2016-02-06,375.44,,,
2016-02-07,377.49,,,
2016-02-08,371.14,,1853.44,
2016-02-09,372.68,,1852.21,
2016-02-10,378.44,,1851.86,
2016-02-11,378.23,,1829.08,
2016-02-12,382.05,,1864.78,
2016-02-13,391.0,,,
2016-02-14,406.59,,,
2016-02-15,398.95,,,
2016-02-16,407.42,,1895.58,
2016-02-17,415.2,,1926.82,
2016-02-18,421.19,,1917.83,
2016-02-19,420.72,,1917.78,
2016-02-20,437.46,,,
2016-02-21,438.56,,,
2016-02-22,437.55,,1945.5,
2016-02-23,419.97,,1921.27,
2016-02-24,423.94,,1929.8,
2016-02-25,423.54,,1951.7,
2016-02-26,430.85,,1948.05,
2016-02-27,433.12,,,
2016-02-28,433.73,,,
2016-02-29,436.44,,1932.23,
2016-03-01,433.08,451.2,1978.35,0.29
2016-03-02,420.39,,1986.45,
2016-03-03,418.8,,1993.4,
2016-03-04,407.35,,1999.99,
2016-03-05,396.08,,,
2016-03-06,403.24,,,
2016-03-07,412.21,,2001.76,
2016-03-08,411.18,,1979.26,
2016-03-09,412.8,,1989.26,
2016-03-10,415.98,,1989.57,
2016-03-11,419.39,,2022.19,
2016-03-12,410.58,,,
2016-03-13,412.52,,,
2016-03-14,415.02,,2019.64,
2016-03-15,415.41,,2015.93,
2016-03-16,416.07,,2027.22,
2016-03-17,418.41,,2040.59,
2016-03-18,409.65,,2049.58,
2016-03-19,410.2,,,
2016-03-20,411.27,,,
2016-03-21,412.0,,2051.6,
2016-03-22,416.66,,2049.8,
2016-03-23,417.53,,2036.71,
2016-03-24,412.95,,2035.94,
2016-03-25,416.41,,,
2016-03-26,416.97,,,
2016-03-27,425.3,,,
2016-03-28,423.0,,2037.05,
2016-03-29,416.39,,2055.01,
2016-03-30,412.79,,2063.95,
2016-03-31,416.03,,2059.74,
2016-04-01,417.68,445.4,2072.78,0.23
2016-04-02,419.95,,,
2016-04-03,420.16,,,
2016-04-04,419.47,,2066.13,
2016-04-05,422.36,,2045.17,
2016-04-06,421.46,,2066.66,
2016-04-07,421.99,,2041.91,
2016-04-08,419.48,,2047.6,
2016-04-09,419.46,,,
2016-04-10,423.4,,,
2016-04-11,423.94,,2041.99,
2016-04-12,427.8,,2061.72,
2016-04-13,425.58,,2082.42,
2016-04-14,426.32,,2082.78,
2016-04-15,430.93,,2080.73,
2016-04-16,433.39,,,
2016-04-17,431.0,,,
2016-04-18,430.97,,2094.34,
2016-04-19,437.06,,2100.8,
2016-04-20,442.96,,2102.4,
2016-04-21,452.25,,2091.48,
2016-04-22,448.41,,2091.58,
2016-04-23,455.69,,,
2016-04-24,464.46,,,
2016-04-25,466.17,,2087.79,
2016-04-26,470.59,,2091.7,
2016-04-27,445.31,,2095.15,
2016-04-28,451.68,,2075.81,
2016-04-29,458.82,,2065.3,
2016-04-30,454.02,,,
2016-05-01,456.98,465.7,,0.27
2016-05-02,446.42,,2081.43,
2016-05-03,452.21,,2063.37,
2016-05-04,448.68,,2051.12,
2016-05-05,449.98,,2050.63,
2016-05-06,462.31,,2057.14,
2016-05-07,461.91,,,
2016-05-08,462.79,,,
2016-05-09,464.16,,2058.69,
2016-05-10,452.78,,2084.39,
2016-05-11,454.37,,2064.46,
2016-05-12,456.48,,2064.11,
2016-05-13,457.98,,2046.61,
2016-05-14,458.9,,,
2016-05-15,461.47,,,
2016-05-16,455.66,,2066.66,
2016-05-17,454.19,,2047.21,
2016-05-18,455.56,,2047.63,
2016-05-19,438.38,,2040.04,
2016-05-20,445.65,,2052.32,
2016-05-21,446.28,,,
2016-05-22,442.48,,,
2016-05-23,445.67,,2048.04,
2016-05-24,446.99,,2076.06,
2016-05-25,451.49,,2090.54,
2016-05-26,454.97,,2090.1,
2016-05-27,471.27,,2099.06,
2016-05-28,523.25,,,
2016-05-29,525.22,,,
2016-05-30,532.55,,,
2016-05-31,531.34,,2096.96,
2016-06-01,534.84,441.3,2099.33,0.27
2016-06-02,537.87,,2105.26,
2016-06-03,571.25,,2099.13,
2016-06-04,576.31,,,
2016-06-05,575.17,,,
2016-06-06,586.77,,2109.41,
2016-06-07,579.71,,2112.13,
2016-06-08,583.21,,2119.12,
2016-06-09,577.46,,2115.48,
2016-06-10,580.31,,2096.07,
2016-06-11,609.5,,,
2016-06-12,677.86,,,
2016-06-13,706.01,,2079.06,
2016-06-14,684.95,,2075.32,
2016-06-15,698.78,,2071.5,
2016-06-16,769.76,,2077.99,
2016-06-17,752.26,,2071.22,
2016-06-18,758.99,,,
2016-06-19,768.76,,,
2016-06-20,703.12,,2083.25,
2016-06-21,667.66,,2088.9,
2016-06-22,604.5,,2085.45,
2016-06-23,631.1,,2113.32,
2016-06-24,669.98,,2037.41,
2016-06-25,673.71,,,
2016-06-26,638.56,,,
2016-06-27,657.87,,2000.54,
2016-06-28,648.43,,2036.09,
2016-06-29,639.42,,2070.77,
2016-06-30,673.49,,2098.86,
2016-07-01,678.19,490.7,2102.95,0.3
2016-07-02,704.95,,,
2016-07-03,663.55,,,
2016-07-04,681.98,,,
2016-07-05,669.87,,2088.55,
2016-07-06,678.79,,2099.73,
2016-07-07,641.97,,2097.9,
2016-07-08,667.33,,2129.9,
2016-07-09,657.61,,,
2016-07-10,652.44,,,
2016-07-11,650.97,,2137.16,
2016-07-12,666.56,,2152.14,
2016-07-13,655.34,,2152.43,
2016-07-14,661.65,,2163.75,
2016-07-15,667.48,,2161.74,
2016-07-16,666.32,,,
2016-07-17,680.0,,,
2016-07-18,675.5,,2166.89,
2016-07-19,673.98,,2163.78,
2016-07-20,666.92,,2173.02,
2016-07-21,667.28,,2165.17,
2016-07-22,654.67,,2175.03,
2016-07-23,657.5,,,
2016-07-24,661.0,,,
2016-07-25,657.79,,2168.48,
2016-07-26,654.06,,2169.18,
2016-07-27,657.35,,2166.58,
2016-07-28,657.4,,2170.06,
2016-07-29,657.0,,2173.6,
2016-07-30,655.87,,,
2016-07-31,626.97,,,
2016-08-01,605.2,490.1,2170.84,0.3
2016-08-02,537.47,,2157.03,
2016-08-03,573.36,,2163.79,
2016-08-04,587.5,,2164.25,
2016-08-05,583.0,,2182.87,
2016-08-06,591.71,,,
2016-08-07,595.14,,,
2016-08-08,591.48,,2180.89,
2016-08-09,586.45,,2181.74,
2016-08-10,594.94,,2175.49,
2016-08-11,587.91,,2185.79,
2016-08-12,587.74,,2184.05,
2016-08-13,586.45,,,
2016-08-14,574.99,,,
2016-08-15,567.79,,2190.15,
2016-08-16,579.02,,2178.15,
2016-08-17,574.45,,2182.22,
2016-08-18,574.09,,2187.02,
2016-08-19,573.67,,2183.87,
2016-08-20,581.87,,,
2016-08-21,581.29,,,
2016-08-22,585.2,,2182.64,
2016-08-23,582.39,,2186.9,
2016-08-24,578.47,,2175.44,
2016-08-25,575.58,,2172.47,
2016-08-26,579.29,,2169.04,
2016-08-27,570.84,,,
2016-08-28,575.41,,,
2016-08-29,573.21,,2180.38,
2016-08-30,574.95,,2176.12,
2016-08-31,572.89,,2170.95,
2016-09-01,573.02,484.6,2170.86,0.29
2016-09-02,576.21,,2179.98,
2016-09-03,600.91,,,
2016-09-04,611.92,,,
2016-09-05,605.69,,,
2016-09-06,612.99,,2186.48,
2016-09-07,615.21,,2186.16,
2016-09-08,627.97,,2181.3,
2016-09-09,622.07,,2127.81,
2016-09-10,623.74,,,
2016-09-11,607.94,,,
2016-09-12,606.74,,2159.04,
2016-09-13,608.63,,2127.02,
2016-09-14,608.43,,2125.77,
2016-09-15,605.44,,2147.26,
2016-09-16,607.93,,2139.16,
2016-09-17,607.92,,,
2016-09-18,611.4,,,
2016-09-19,608.6,,2139.12,
2016-09-20,605.6,,2139.76,
2016-09-21,597.0,,2163.12,
2016-09-22,596.21,,2177.18,
2016-09-23,602.96,,2164.69,
2016-09-24,603.68,,,
2016-09-25,601.67,,,
2016-09-26,607.08,,2146.1,
2016-09-27,605.71,,2159.93,
2016-09-28,605.04,,2171.37,
2016-09-29,605.99,,2151.13,
2016-09-30,608.99,,2168.27,
2016-10-01,615.65,461.2,,0.33
2016-10-02,612.4,,,
2016-10-03,612.99,,2161.2,
2016-10-04,610.34,,2150.49,
2016-10-05,613.16,,2159.73,
2016-10-06,611.88,,2160.77,
2016-10-07,617.98,,2153.74,
2016-10-08,619.5,,,
2016-10-09,617.42,,,
2016-10-10,618.72,,2163.66,
2016-10-11,642.12,,2136.73,
2016-10-12,635.79,,2139.18,
2016-10-13,635.66,,2132.55,
2016-10-14,638.03,,2132.98,
2016-10-15,638.16,,,
2016-10-16,641.92,,,
2016-10-17,639.56,,2126.5,
2016-10-18,635.11,,2139.6,
2016-10-19,629.79,,2144.29,
2016-10-20,628.05,,2141.34,
2016-10-21,630.83,,2141.16,
2016-10-22,652.75,,,
2016-10-23,651.04,,,
2016-10-24,649.98,,2151.33,
2016-10-25,654.3,,2143.16,
2016-10-26,674.0,,2139.43,
2016-10-27,691.21,,2133.04,
2016-10-28,689.95,,2126.41,
2016-10-29,714.28,,,
2016-10-30,697.41,,,
2016-10-31,696.9,,2126.15,
2016-11-01,730.7,467.6,2111.72,0.45
2016-11-02,744.6,,2097.94,
2016-11-03,690.0,,2088.66,
2016-11-04,706.32,,2085.18,
2016-11-05,706.99,,,
2016-11-06,717.02,,,
2016-11-07,706.42,,2131.52,
2016-11-08,711.15,,2139.56,
2016-11-09,720.97,,2163.26,
2016-11-10,712.91,,2167.48,
2016-11-11,716.9,,2164.45,
2016-11-12,704.53,,,
2016-11-13,704.01,,,
2016-11-14,708.32,,2164.2,
2016-11-15,712.29,,2180.39,
2016-11-16,739.85,,2176.94,
2016-11-17,730.71,,2187.12,
2016-11-18,748.54,,2181.9,
2016-11-19,750.77,,,
2016-11-20,731.99,,,
2016-11-21,736.4,,2198.18,
2016-11-22,746.66,,2202.94,
2016-11-23,741.52,,2204.72,
2016-11-24,737.99,,,
2016-11-25,739.74,,2213.35,
2016-11-26,735.7,,,
2016-11-27,729.24,,,
2016-11-28,729.77,,2201.72,
2016-11-29,732.37,,2204.66,
2016-11-30,742.69,,2198.81,
2016-12-01,754.0,422.7,2191.08,0.51
2016-12-02,769.25,,2191.95,
2016-12-03,766.98,,,
2016-12-04,767.99,,,
2016-12-05,752.0,,2204.71,
2016-12-06,759.8,,2212.23,
2016-12-07,764.34,,2241.35,
2016-12-08,767.89,,2246.19,
2016-12-09,773.22,,2259.53,
2016-12-10,775.87,,,
2016-12-11,771.05,,,
2016-12-12,778.94,,2256.96,
2016-12-13,776.18,,2271.72,
2016-12-14,777.66,,2253.28,
2016-12-15,776.16,,2262.03,
2016-12-16,780.98,,2258.07,
2016-12-17,788.57,,,
2016-12-18,790.72,,,
2016-12-19,790.81,,2262.53,
2016-12-20,798.99,,2270.76,
2016-12-21,834.5,,2265.18,
2016-12-22,856.02,,2260.96,
2016-12-23,917.26,,2263.79,
2016-12-24,891.5,,,
2016-12-25,896.12,,,
2016-12-26,902.09,,,
2016-12-27,925.2,,2268.88,
2016-12-28,982.17,,2249.92,
2016-12-29,970.72,,2249.26,
2016-12-30,960.81,,2238.83,
2016-12-31,973.37,,,
2017-01-01,992.95,421.9,,0.51
2017-01-02,1011.45,,,
2017-01-03,1020.67,,2257.83,
2017-01-04,1130.3,,2270.75,
2017-01-05,1007.0,,2269.0,
2017-01-06,895.71,,2276.98,
2017-01-07,909.0,,,
2017-01-08,923.33,,,
2017-01-09,902.66,,2268.9,
2017-01-10,907.0,,2268.9,
2017-01-11,795.77,,2275.32,
2017-01-12,812.25,,2270.44,
2017-01-13,831.42,,2274.64,
2017-01-14,828.0,,,
2017-01-15,833.31,,,
2017-01-16,834.41,,,
2017-01-17,906.0,,2267.89,
2017-01-18,887.99,,2271.89,
2017-01-19,902.92,,2263.69,
2017-01-20,894.31,,2271.31,
2017-01-21,925.06,,,
2017-01-22,931.22,,,
2017-01-23,910.7,,2265.2,
2017-01-24,887.0,,2280.07,
2017-01-25,896.0,,2298.37,
2017-01-26,917.02,,2296.68,
2017-01-27,922.63,,2294.69,
2017-01-28,924.98,,,
2017-01-29,916.54,,,
2017-01-30,923.23,,2280.9,
2017-01-31,970.01,,2278.87,
2017-02-01,992.75,437.2,2279.55,0.52
2017-02-02,1008.38,,2280.85,
2017-02-03,1018.0,,2297.42,
2017-02-04,1035.54,,,
2017-02-05,1016.32,,,
2017-02-06,1022.58,,2292.56,
2017-02-07,1053.96,,2293.08,
2017-02-08,1056.7,,2294.67,
2017-02-09,994.24,,2307.87,
2017-02-10,1001.99,,2316.1,
2017-02-11,1018.65,,,
2017-02-12,1010.0,,,
2017-02-13,1002.82,,2328.25,
2017-02-14,1013.92,,2337.58,
2017-02-15,1014.53,,2349.25,
2017-02-16,1038.94,,2347.22,
2017-02-17,1057.3,,2351.16,
2017-02-18,1062.15,,,
2017-02-19,1059.88,,,
2017-02-20,1089.82,,,
2017-02-21,1128.29,,2365.38,
2017-02-22,1128.71,,2362.82,
2017-02-23,1186.9,,2363.81,
2017-02-24,1186.91,,2367.34,
2017-02-25,1158.0,,,
2017-02-26,1184.91,,,
2017-02-27,1195.81,,2369.75,
2017-02-28,1195.08,,2363.64,
2017-03-01,1230.0,449.6,2395.96,0.74
2017-03-02,1269.17,,2381.92,
